"TraitName","TraitID","AccSpeciesName","UnitName","meanMeasure","nmeasures"
"Fruit length",918,"Borassodendron borneense","mm",90,2
"Fruit length",918,"Borassodendron machadonis","mm",120,2
"Fruit length",918,"Borassus aethiopum","mm",120,2
"Fruit length",918,"Borassus akeassii","mm",150,2
"Fruit length",918,"Borassus flabellifer","mm",200,2
"Fruit length",918,"Borassus heineanus","mm",135,4
"Fruit length",918,"Borassus madagascariensis","mm",300,4
"Fruit length",918,"Bowdichia nitida","mm",55.937,20
"Fruit length",918,"Brahea aculeata","mm",22.5,2
"Fruit length",918,"Brahea armata","mm",21,4
"Fruit length",918,"Brahea brandegeei","mm",18.5,4
"Fruit length",918,"Brahea calcarea","mm",17,2
"Fruit length",918,"Brahea decumbens","mm",15,2
"Fruit length",918,"Brahea dulcis","mm",13,2
"Fruit length",918,"Brahea edulis","mm",30,2
"Fruit length",918,"Brahea moorei","mm",6.5,2
"Fruit length",918,"Brahea pimo","mm",10,2
"Fruit length",918,"Brahea salvadorensis","mm",12,2
"Fruit length",918,"Brahea sarukhanii","mm",19,4
"Fruit length",918,"Brassiophoenix drymophloeoides","mm",32,2
"Fruit length",918,"Brassiophoenix schumannii","mm",30.7,4
"Fruit length",918,"Bridelia micrantha","mm",10.345,1
"Fruit length",918,"Brosimum acutifolium","mm",6.17375,24
"Fruit length",918,"Brosimum alicastrum","mm",30,1
"Fruit length",918,"Brosimum rubescens","mm",28,1
"Fruit length",918,"Brucea javanica","mm",7,1
"Fruit length",918,"Buchanania obovata","mm",13,1
"Fruit length",918,"Bulbine alata","mm",6.5,1
"Fruit length",918,"Bulbine bulbosa","mm",5.5,1
"Fruit length",918,"Bulbine glauca","mm",5,1
"Fruit length",918,"Bulbine semibarbata","mm",3.25,1
"Fruit length",918,"Bulbine vagans","mm",4,1
"Fruit length",918,"Bunchosia armeniaca","mm",12.71111111,1
"Fruit length",918,"Burretiokentia dumasii","mm",12,4
"Fruit length",918,"Burretiokentia grandiflora","mm",22,2
"Fruit length",918,"Burretiokentia hapala","mm",16,2
"Fruit length",918,"Burretiokentia koghiensis","mm",16,2
"Fruit length",918,"Burretiokentia vieillardii","mm",21,3
"Fruit length",918,"Butia archeri","mm",19,4
"Fruit length",918,"Butia campicola","mm",17.5,4
"Fruit length",918,"Butia capitata","mm",26.5,4
"Fruit length",918,"Butia catarinensis","mm",25,2
"Fruit length",918,"Butia eriospatha","mm",19,4
"Fruit length",918,"Butia exilata","mm",35,4
"Fruit length",918,"Butia exospadix","mm",16,4
"Fruit length",918,"Butia lallemantii","mm",30,4
"Fruit length",918,"Butia leptospatha","mm",12,4
"Fruit length",918,"Butia marmorii","mm",16,4
"Fruit length",918,"Butia microspadix","mm",18.3333333333333,4
"Fruit length",918,"Butia odorata","mm",22,4
"Fruit length",918,"Butia paraguayensis","mm",29.5,4
"Fruit length",918,"Butia purpurascens","mm",26,4
"Fruit length",918,"Butia yatay","mm",36,4
"Fruit length",918,"Byrsonima aerugo","mm",12.324,25
"Fruit length",918,"Byrsonima crassifolia","mm",12.2525,16
"Fruit length",918,"Byrsonima densa","mm",14.2160714285714,56
"Fruit length",918,"Caesalpinia crista","mm",57.5,1
"Fruit length",918,"Caesalpinia globulorum","mm",85,1
"Fruit length",918,"Caesalpinia robusta","mm",70,1
"Fruit length",918,"Caesalpinia subtropica","mm",27.5,1
"Fruit length",918,"Caesalpinia traceyi","mm",37.5,1
"Fruit length",918,"Calamus acamptostachys","mm",16.0666666666667,4
"Fruit length",918,"Calamus acanthochlamys","mm",11.48,6
"Fruit length",918,"Calamus acanthophyllus","mm",11.5,5
"Fruit length",918,"Calamus acanthospathus","mm",20.36,6
"Fruit length",918,"Calamus acehensis","mm",22,2
"Fruit length",918,"Calamus acuminatus","mm",7,2
"Fruit length",918,"Calamus adspersus","mm",12.9,5
"Fruit length",918,"Calamus aidae","mm",5.75,3
"Fruit length",918,"Calamus albidus","mm",26.5,5
"Fruit length",918,"Calamus altiscandens","mm",5,2
"Fruit length",918,"Calamus amplijugus","mm",10,2
"Fruit length",918,"Calamus andamanicus","mm",15.7333333333333,7
"Fruit length",918,"Calamus angustifolius","mm",18,2
"Fruit length",918,"Calamus anomalus","mm",13.85,2
"Fruit length",918,"Calamus applanatus","mm",14.7,1
"Fruit length",918,"Calamus arborescens","mm",22,2
"Fruit length",918,"Calamus aruensis","mm",11.7703703703704,28
"Fruit length",918,"Calamus arugda","mm",31.2,1
"Fruit length",918,"Calamus ashtonii","mm",9.4,3
"Fruit length",918,"Calamus asperrimus","mm",18.05,4
"Fruit length",918,"Calamus asteracanthus","mm",11.5,4
"Fruit length",918,"Calamus ater","mm",19.2444444444444,10
"Fruit length",918,"Calamus australis","mm",14.5833333333333,7
"Fruit length",918,"Calamus austroguangxiensis","mm",18,2
"Fruit length",918,"Calamus axillaris","mm",13.3666666666667,4
"Fruit length",918,"Calamus bacularis","mm",9.6,4
"Fruit length",918,"Calamus balerensis","mm",12.4,1
"Fruit length",918,"Calamus balingensis","mm",8.96666666666667,4
"Fruit length",918,"Calamus banggiensis","mm",10,2
"Fruit length",918,"Calamus baratangensis","mm",13.7666666666667,4
"Fruit length",918,"Calamus barbatus","mm",16.4,3
"Fruit length",918,"Calamus barisanensis","mm",15,1
"Fruit length",918,"Calamus basui","mm",15,2
"Fruit length",918,"Calamus batanensis","mm",10.25,5
"Fruit length",918,"Calamus beccarii","mm",17.22,6
"Fruit length",918,"Calamus beguinii","mm",18,3
"Fruit length",918,"Calamus benkulensis","mm",6,2
"Fruit length",918,"Calamus bicolor","mm",3,2
"Fruit length",918,"Calamus bimaniferus","mm",8,2
"Fruit length",918,"Calamus binnendijkii","mm",13,2
"Fruit length",918,"Calamus blumei","mm",22,2
"Fruit length",918,"Calamus bousigonii","mm",17.25,3
"Fruit length",918,"Calamus brachypodus","mm",25,2
"Fruit length",918,"Calamus brandisii","mm",13.5,4
"Fruit length",918,"Calamus brevicaulis","mm",32.4666666666667,4
"Fruit length",918,"Calamus bulubabi","mm",13.4,1
"Fruit length",918,"Calamus burckianus","mm",8.85,3
"Fruit length",918,"Calamus burkillianus","mm",11.2,6
"Fruit length",918,"Calamus caesius","mm",17.7909090909091,12
"Fruit length",918,"Calamus calapparius","mm",21.675,13
"Fruit length",918,"Calamus calicarpus","mm",19.59,11
"Fruit length",918,"Calamus calospathus","mm",25.9666666666667,4
"Fruit length",918,"Calamus caryotoides","mm",13.3166666666667,7
"Fruit length",918,"Calamus castaneus","mm",22.4,11
"Fruit length",918,"Calamus centralis","mm",19.5,1
"Fruit length",918,"Calamus ceratophorus","mm",16.7,4
"Fruit length",918,"Calamus cheirophyllus","mm",13.85,2
"Fruit length",918,"Calamus ciliaris","mm",11.9,6
"Fruit length",918,"Calamus clivorum","mm",15.2,1
"Fruit length",918,"Calamus cockburnii","mm",12.15,3
"Fruit length",918,"Calamus collariferus","mm",16.75,4
"Fruit length",918,"Calamus compsostachys","mm",11.22,6
"Fruit length",918,"Calamus comptus","mm",7.76666666666667,4
"Fruit length",918,"Calamus concinnus","mm",10.45,5
"Fruit length",918,"Calamus concolor","mm",20,2
"Fruit length",918,"Calamus confusus","mm",23.2166666666667,6
"Fruit length",918,"Calamus conirostris","mm",27.44,6
"Fruit length",918,"Calamus conspectus","mm",36.45,7
"Fruit length",918,"Calamus convallium","mm",38.7,4
"Fruit length",918,"Calamus corrugatus","mm",10,2
"Fruit length",918,"Calamus crinitus","mm",19.6653846153846,27
"Fruit length",918,"Calamus cristatus","mm",19.5,12
"Fruit length",918,"Calamus croftii","mm",28.2,1
"Fruit length",918,"Calamus cumingianus","mm",7.75,3
"Fruit length",918,"Calamus curranii","mm",12.5,3
"Fruit length",918,"Calamus cuthbertsonii","mm",13.75,6
"Fruit length",918,"Calamus dasyacanthus","mm",11.725,5
"Fruit length",918,"Calamus deerratus","mm",18.82,6
"Fruit length",918,"Calamus delessertianus","mm",15,2
"Fruit length",918,"Calamus delicatulus","mm",10.45,3
"Fruit length",918,"Calamus densiflorus","mm",16.7,4
"Fruit length",918,"Calamus depauperatus","mm",16.0666666666667,3
"Fruit length",918,"Calamus depressiusculus","mm",12.25,4
"Fruit length",918,"Calamus dianbaiensis","mm",27,5
"Fruit length",918,"Calamus didymocarpus","mm",17.3333333333333,7
"Fruit length",918,"Calamus didymophyllus","mm",25,3
"Fruit length",918,"Calamus diepenhorstii","mm",20.652,26
"Fruit length",918,"Calamus digitatus","mm",9.95,3
"Fruit length",918,"Calamus dilaceratus","mm",11.9666666666667,4
"Fruit length",918,"Calamus dimorphacanthus","mm",6,2
"Fruit length",918,"Calamus dioicus","mm",10.05,3
"Fruit length",918,"Calamus discolor","mm",12.45,2
"Fruit length",918,"Calamus disjunctus","mm",16.2714285714286,7
"Fruit length",918,"Calamus distentus","mm",13.4,1
"Fruit length",918,"Calamus divaricatus","mm",14.725,5
"Fruit length",918,"Calamus divergens","mm",24.2,1
"Fruit length",918,"Calamus dongnaiensis","mm",39.0333333333333,4
"Fruit length",918,"Calamus draco","mm",25,2
"Fruit length",918,"Calamus dracunculus","mm",19.2,1
"Fruit length",918,"Calamus dransfieldii","mm",18,2
"Fruit length",918,"Calamus dumetosus","mm",25.325,5
"Fruit length",918,"Calamus egregius","mm",24.6222222222222,10
"Fruit length",918,"Calamus elongatus","mm",7.5,2
"Fruit length",918,"Calamus erectus","mm",36.3833333333333,7
"Fruit length",918,"Calamus erinaceus","mm",11.7888888888889,10
"Fruit length",918,"Calamus erioacanthus","mm",17.8866666666667,16
"Fruit length",918,"Calamus erythrocarpus","mm",19.4,1
"Fruit length",918,"Calamus essigii","mm",11.95,3
"Fruit length",918,"Calamus eugenei","mm",29.0571428571429,8
"Fruit length",918,"Calamus exiguus","mm",11,1
"Fruit length",918,"Calamus exilis","mm",17.7769230769231,14
"Fruit length",918,"Calamus fertilis","mm",14.6,5
"Fruit length",918,"Calamus filipendulus","mm",13.45,3
"Fruit length",918,"Calamus filispadix","mm",13.0666666666667,7
"Fruit length",918,"Calamus fissilis","mm",13.1,1
"Fruit length",918,"Calamus fissus","mm",17,2
"Fruit length",918,"Calamus flabellatus","mm",13.72,6
"Fruit length",918,"Calamus flagellum","mm",32.32,11
"Fruit length",918,"Calamus flexilis","mm",6.5,2
"Fruit length",918,"Calamus floribundus","mm",12.25,3
"Fruit length",918,"Calamus forbesii","mm",18.5,2
"Fruit length",918,"Calamus formicarius","mm",15.4111111111111,10
"Fruit length",918,"Calamus formosanus","mm",21.38,6
"Fruit length",918,"Calamus gajoensis","mm",14.2,1
"Fruit length",918,"Calamus gamblei","mm",18.04375,17
"Fruit length",918,"Calamus geniculatus","mm",19.1416666666667,25
"Fruit length",918,"Calamus georgei","mm",11,2
"Fruit length",918,"Calamus gibbsianus","mm",17.6777777777778,10
"Fruit length",918,"Calamus glaucescens","mm",12,2
"Fruit length",918,"Calamus godefroyi","mm",15.4333333333333,4
"Fruit length",918,"Calamus gonospermus","mm",22.1333333333333,4
"Fruit length",918,"Calamus gracilipes","mm",22.26,20
"Fruit length",918,"Calamus gracilis","mm",23.6857142857143,8
"Fruit length",918,"Calamus grandis","mm",25,2
"Fruit length",918,"Calamus griseus","mm",7,2
"Fruit length",918,"Calamus guruba","mm",8.36666666666667,4
"Fruit length",918,"Calamus hallierianus","mm",16.0666666666667,7
"Fruit length",918,"Calamus harmandii","mm",12,2
"Fruit length",918,"Calamus heatubunii","mm",14.4,1
"Fruit length",918,"Calamus henryanus","mm",13.75,3
"Fruit length",918,"Calamus heteracanthopsis","mm",11.5,2
"Fruit length",918,"Calamus heteracanthus","mm",11.525,4
"Fruit length",918,"Calamus heteroideus","mm",12.16,6
"Fruit length",918,"Calamus hirsutus","mm",17.025,33
"Fruit length",918,"Calamus hispidulus","mm",20,2
"Fruit length",918,"Calamus holttumii","mm",10.8,5
"Fruit length",918,"Calamus hookerianus","mm",10,2
"Fruit length",918,"Calamus hukaungensis","mm",11.25,2
"Fruit length",918,"Calamus impressus","mm",17.65,4
"Fruit length",918,"Calamus ingens","mm",40,11
"Fruit length",918,"Calamus inops","mm",11.8,9
"Fruit length",918,"Calamus insignis","mm",12.64,6
"Fruit length",918,"Calamus insularis","mm",15,1
"Fruit length",918,"Calamus javensis","mm",12.2411764705882,18
"Fruit length",918,"Calamus jenkinsianus","mm",20,2
"Fruit length",918,"Calamus jenningsianus","mm",20,2
"Fruit length",918,"Calamus johanis","mm",12.6,1
"Fruit length",918,"Calamus johndransfieldii","mm",25.2,3
"Fruit length",918,"Calamus johnsii","mm",17.18,5
"Fruit length",918,"Calamus kandariensis","mm",17.5666666666667,3
"Fruit length",918,"Calamus karnatakensis","mm",8,2
"Fruit length",918,"Calamus karuensis","mm",30.0666666666667,6
"Fruit length",918,"Calamus kebariensis","mm",14.75,2
"Fruit length",918,"Calamus kiahii","mm",22.5,3
"Fruit length",918,"Calamus kinabaluensis","mm",16.5,1
"Fruit length",918,"Calamus kingianus","mm",13.2,3
"Fruit length",918,"Calamus kjellbergii","mm",12,1
"Fruit length",918,"Calamus klossii","mm",16.94,5
"Fruit length",918,"Calamus kontumensis","mm",23.05,3
"Fruit length",918,"Calamus koordersianus","mm",14.65,4
"Fruit length",918,"Calamus korthalsii","mm",15,2
"Fruit length",918,"Calamus kostermansii","mm",18.6,1
"Fruit length",918,"Calamus kunstleri","mm",14.5666666666667,19
"Fruit length",918,"Calamus kurzianus","mm",20,2
"Fruit length",918,"Calamus lacciferus","mm",20,2
"Fruit length",918,"Calamus laevigatus","mm",12,2
"Fruit length",918,"Calamus lakshmanae","mm",12.85,3
"Fruit length",918,"Calamus lambirensis","mm",7,2
"Fruit length",918,"Calamus lamprolepis","mm",15.2,3
"Fruit length",918,"Calamus laoensis","mm",21.6666666666667,4
"Fruit length",918,"Calamus lateralis","mm",26.4,5
"Fruit length",918,"Calamus latifolius","mm",14.5625,8
"Fruit length",918,"Calamus latus","mm",24.3,2
"Fruit length",918,"Calamus lauterbachii","mm",18.5857142857143,7
"Fruit length",918,"Calamus laxissimus","mm",10.9,1
"Fruit length",918,"Calamus leloi","mm",27.1285714285714,8
"Fruit length",918,"Calamus leptopus","mm",17,4
"Fruit length",918,"Calamus leptospadix","mm",12.55,3
"Fruit length",918,"Calamus leptostachys","mm",8.725,5
"Fruit length",918,"Calamus lewisianus","mm",20,2
"Fruit length",918,"Calamus lobatus","mm",9.2,1
"Fruit length",918,"Calamus lobbianus","mm",31.475,5
"Fruit length",918,"Calamus loherianus","mm",18.9333333333333,3
"Fruit length",918,"Calamus longibracteatus","mm",17.14,6
"Fruit length",918,"Calamus longipes","mm",22.6,30
"Fruit length",918,"Calamus longipinna","mm",11.64,6
"Fruit length",918,"Calamus longisetus","mm",28.69,11
"Fruit length",918,"Calamus longispathus","mm",31.95,7
"Fruit length",918,"Calamus longistipes","mm",15,2
"Fruit length",918,"Calamus longiusculus","mm",15.55,2
"Fruit length",918,"Calamus lucysmithiae","mm",14.8,1
"Fruit length",918,"Calamus luridus","mm",10,2
"Fruit length",918,"Calamus luteus","mm",15,2
"Fruit length",918,"Calamus macrochlamys","mm",11.9714285714286,8
"Fruit length",918,"Calamus macrophyllus","mm",21,2
"Fruit length",918,"Calamus macropterus","mm",18.58,6
"Fruit length",918,"Calamus macrorhynchus","mm",25.4333333333333,4
"Fruit length",918,"Calamus macrosphaerion","mm",22.6571428571429,8
"Fruit length",918,"Calamus maculatus","mm",20.7666666666667,7
"Fruit length",918,"Calamus malawaliensis","mm",8.33333333333333,7
"Fruit length",918,"Calamus manan","mm",28.5727272727273,12
"Fruit length",918,"Calamus manglaensis","mm",23.9,1
"Fruit length",918,"Calamus manii","mm",10,2
"Fruit length",918,"Calamus manillensis","mm",18.5692307692308,14
"Fruit length",918,"Calamus marginatus","mm",15.66,6
"Fruit length",918,"Calamus mattanensis","mm",15,2
"Fruit length",918,"Calamus maturbongsii","mm",15.4,3
"Fruit length",918,"Calamus megaphyllus","mm",13.6,5
"Fruit length",918,"Calamus meghalayensis","mm",10,2
"Fruit length",918,"Calamus melanacanthus","mm",25.2,5
"Fruit length",918,"Calamus melanochaetes","mm",20.9835164835165,92
"Fruit length",918,"Calamus melanochrous","mm",24,2
"Fruit length",918,"Calamus melanoloma","mm",16.7333333333333,3
"Fruit length",918,"Calamus melanorhynchus","mm",13.1,3
"Fruit length",918,"Calamus merrillii","mm",10,2
"Fruit length",918,"Calamus mesilauensis","mm",19,3
"Fruit length",918,"Calamus metzianus","mm",15.2666666666667,4
"Fruit length",918,"Calamus micracanthus","mm",20.825,9
"Fruit length",918,"Calamus micranthus","mm",12.83125,17
"Fruit length",918,"Calamus microcarpus","mm",7.2,2
"Fruit length",918,"Calamus microsphaerion","mm",7.06,11
"Fruit length",918,"Calamus microstachys","mm",10,2
"Fruit length",918,"Calamus minahassae","mm",15.0666666666667,4
"Fruit length",918,"Calamus mindorensis","mm",7.7,2
"Fruit length",918,"Calamus minutus","mm",10,3
"Fruit length",918,"Calamus mirabilis","mm",9.4,1
"Fruit length",918,"Calamus mitis","mm",12.4375,9
"Fruit length",918,"Calamus modestus","mm",15.0333333333333,4
"Fruit length",918,"Calamus mogeae","mm",14,2
"Fruit length",918,"Calamus mogeanus","mm",20,2
"Fruit length",918,"Calamus mollis","mm",11,2
"Fruit length",918,"Calamus mollispinus","mm",15,2
"Fruit length",918,"Calamus monticolus","mm",15,2
"Fruit length",918,"Calamus moorei","mm",13,2
"Fruit length",918,"Calamus moseleyanus","mm",18.8619047619048,21
"Fruit length",918,"Calamus moszkowskianus","mm",12.9,1
"Fruit length",918,"Calamus moti","mm",14.4666666666667,4
"Fruit length",918,"Calamus muelleri","mm",12.9666666666667,4
"Fruit length",918,"Calamus multinervis","mm",9.3,2
"Fruit length",918,"Calamus multispicatus","mm",11.25,3
"Fruit length",918,"Calamus muricatus","mm",10.5,5
"Fruit length",918,"Calamus myriacanthus","mm",7.8,3
"Fruit length",918,"Calamus nagbettai","mm",16.3666666666667,4
"Fruit length",918,"Calamus nambariensis","mm",25.9166666666667,13
"Fruit length",918,"Calamus nanduensis","mm",15,1
"Fruit length",918,"Calamus nannostachys","mm",18.2333333333333,3
"Fruit length",918,"Calamus nanodendron","mm",32.35,3
"Fruit length",918,"Calamus neelagiricus","mm",10,2
"Fruit length",918,"Calamus nematospadix","mm",8.8,4
"Fruit length",918,"Calamus nicobaricus","mm",15.1,2
"Fruit length",918,"Calamus novae-georgii","mm",14.2,1
"Fruit length",918,"Calamus nudus","mm",16.9,1
"Fruit length",918,"Calamus nuichuaensis","mm",19.6333333333333,4
"Fruit length",918,"Calamus oblatus","mm",28.79,11
"Fruit length",918,"Calamus oblongus","mm",14.4340909090909,45
"Fruit length",918,"Calamus occidentalis","mm",18.5,4
"Fruit length",918,"Calamus ochrolepis","mm",21.2222222222222,19
"Fruit length",918,"Calamus ocreatus","mm",17,2
"Fruit length",918,"Calamus oligolepis","mm",20,2
"Fruit length",918,"Calamus oligostachys","mm",7,2
"Fruit length",918,"Calamus opacus","mm",9.4,2
"Fruit length",918,"Calamus optimus","mm",18.0833333333333,7
"Fruit length",918,"Calamus oresbiopsis","mm",13.5,4
"Fruit length",918,"Calamus oresbius","mm",18.2,1
"Fruit length",918,"Calamus ornatus","mm",32.0285714285714,22
"Fruit length",918,"Calamus orthostachyus","mm",13.3,2
"Fruit length",918,"Calamus ovoideus","mm",16.1333333333333,4
"Fruit length",918,"Calamus oxleyanus","mm",14.6,16
"Fruit length",918,"Calamus oxycarpus","mm",28.8,4
"Fruit length",918,"Calamus oxycoccus","mm",18.32,11
"Fruit length",918,"Calamus pachypus","mm",12.5,4
"Fruit length",918,"Calamus pachystachys","mm",11,2
"Fruit length",918,"Calamus pachystemonus","mm",5,2
"Fruit length",918,"Calamus palustris","mm",15,4
"Fruit length",918,"Calamus pandanosmus","mm",18.05,5
"Fruit length",918,"Calamus pannosus","mm",14.5,2
"Fruit length",918,"Calamus papuanus","mm",13.75,2
"Fruit length",918,"Calamus parutan","mm",11.7,1
"Fruit length",918,"Calamus parvulus","mm",11,1
"Fruit length",918,"Calamus paspalanthus","mm",20.285,11
"Fruit length",918,"Calamus paulii","mm",8,2
"Fruit length",918,"Calamus pedicellaris","mm",12.8833333333333,7
"Fruit length",918,"Calamus pedicellatus","mm",10.05,2
"Fruit length",918,"Calamus perakensis","mm",10.05,3
"Fruit length",918,"Calamus peregrinus","mm",27.85,9
"Fruit length",918,"Calamus periacanthus","mm",23.0190476190476,22
"Fruit length",918,"Calamus pholidostachys","mm",15.52,6
